Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.92,4.55,5.27,5.59,5.37,4.31,3.64,3.56,3.87,4.02,3.85,3.66
Water requirement (mm/day),1.568,1.82,2.108,2.236,2.148,1.724,1.456,1.424,1.548,1.608,1.54,1.464
Water requirement litres/day/ha ,15680,18200,21080,22360,21480,17240,14560,14240,15480,16080,15400,14640
Water requirement litres/palm/day in an ha,109.6503,127.2727,147.4126,156.3636,150.2098,120.5594,101.8182,99.58042,108.2517,112.4476,107.6923,102.3776
Water requirement litres/palm/day in an ha at 70% field capacity,76.75524,89.09091,103.1888,109.4545,105.1469,84.39161,71.27273,69.70629,75.77622,78.71329,75.38462,71.66434
