Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.51,4.11,4.725,4.86,4.83,4.56,4.5,4.48,4.39,3.95,3.45,3.16
Water requirement (mm/day),1.404,1.644,1.89,1.944,1.932,1.824,1.8,1.792,1.756,1.58,1.38,1.264
Water requirement litres/day/ha ,14040,16440,18900,19440,19320,18240,18000,17920,17560,15800,13800,12640
Water requirement litres/palm/day in an ha,98.18182,114.965,132.1678,135.9441,135.1049,127.5524,125.8741,125.3147,122.7972,110.4895,96.5035,88.39161
Water requirement litres/palm/day in an ha at 70% field capacity,68.72727,80.47552,92.51748,95.16084,94.57343,89.28671,88.11189,87.72028,85.95804,77.34266,67.55245,61.87413
