Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,2.21,2.69,3.6,4.12,4.24,3.97,3.86,3.69,3.44,3.03,2.5,2.11
Water requirement (mm/day),0.884,1.076,1.44,1.648,1.696,1.588,1.544,1.476,1.376,1.212,1,0.844
Water requirement litres/day/ha ,8840,10760,14400,16480,16960,15880,15440,14760,13760,12120,10000,8440
Water requirement litres/palm/day in an ha,61.81818,75.24476,100.6993,115.2448,118.6014,111.049,107.972,103.2168,96.22378,84.75524,69.93007,59.02098
Water requirement litres/palm/day in an ha at 70% field capacity,43.27273,52.67133,70.48951,80.67133,83.02098,77.73427,75.58042,72.25175,67.35664,59.32867,48.95105,41.31469
