Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.52,4.3,5.44,6.2,6.54,5.46,4.24,4.02,4.09,3.99,3.58,3.28
Water requirement (mm/day),1.408,1.72,2.176,2.48,2.616,2.184,1.696,1.608,1.636,1.596,1.432,1.312
Water requirement litres/day/ha ,14080,17200,21760,24800,26160,21840,16960,16080,16360,15960,14320,13120
Water requirement litres/palm/day in an ha,98.46154,120.2797,152.1678,173.4266,182.9371,152.7273,118.6014,112.4476,114.4056,111.6084,100.1399,91.74825
Water requirement litres/palm/day in an ha at 70% field capacity,68.92308,84.1958,106.5175,121.3986,128.0559,106.9091,83.02098,78.71329,80.08392,78.12587,70.0979,64.22378
