Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.74,4.59,5.72,6.44,6.75,5.88,5.02,4.72,4.59,4.25,3.7,3.45
Water requirement (mm/day),1.496,1.836,2.288,2.576,2.7,2.352,2.008,1.888,1.836,1.7,1.48,1.38
Water requirement litres/day/ha ,14960,18360,22880,25760,27000,23520,20080,18880,18360,17000,14800,13800
Water requirement litres/palm/day in an ha,104.6154,128.3916,160,180.1399,188.8112,164.4755,140.4196,132.028,128.3916,118.8811,103.4965,96.5035
Water requirement litres/palm/day in an ha at 70% field capacity,73.23077,89.87413,112,126.0979,132.1678,115.1329,98.29371,92.41958,89.87413,83.21678,72.44755,67.55245
