Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.45,4.29,5.63,6.73,7.25,6.03,4.49,4.08,4.14,4.14,3.65,3.23
Water requirement (mm/day),1.38,1.716,2.252,2.692,2.9,2.412,1.796,1.632,1.656,1.656,1.46,1.292
Water requirement litres/day/ha ,13800,17160,22520,26920,29000,24120,17960,16320,16560,16560,14600,12920
Water requirement litres/palm/day in an ha,96.5035,120,157.4825,188.2517,202.7972,168.6713,125.5944,114.1259,115.8042,115.8042,102.0979,90.34965
Water requirement litres/palm/day in an ha at 70% field capacity,67.55245,84,110.2378,131.7762,141.958,118.0699,87.91608,79.88811,81.06294,81.06294,71.46853,63.24476
