Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.93,4.47,5.058,5.33,5.07,4.2,3.65,3.62,3.87,3.87,3.79,3.65
Water requirement (mm/day),1.572,1.788,2.0232,2.132,2.028,1.68,1.46,1.448,1.548,1.548,1.516,1.46
Water requirement litres/day/ha ,15720,17880,20232,21320,20280,16800,14600,14480,15480,15480,15160,14600
Water requirement litres/palm/day in an ha,109.9301,125.035,141.4825,149.0909,141.8182,117.4825,102.0979,101.2587,108.2517,108.2517,106.014,102.0979
Water requirement litres/palm/day in an ha at 70% field capacity,76.95105,87.52448,99.03776,104.3636,99.27273,82.23776,71.46853,70.88112,75.77622,75.77622,74.20979,71.46853
