Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.21,3.83,4.66,5.16,5.4,4.97,4.23,4.11,4.05,3.82,3.42,3.09
Water requirement (mm/day),1.284,1.532,1.864,2.064,2.16,1.988,1.692,1.644,1.62,1.528,1.368,1.236
Water requirement litres/day/ha ,12840,15320,18640,20640,21600,19880,16920,16440,16200,15280,13680,12360
Water requirement litres/palm/day in an ha,89.79021,107.1329,130.3497,144.3357,151.049,139.021,118.3217,114.965,113.2867,106.8531,95.66434,86.43357
Water requirement litres/palm/day in an ha at 70% field capacity,62.85315,74.99301,91.24476,101.035,105.7343,97.31469,82.82517,80.47552,79.3007,74.7972,66.96503,60.5035
