Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.68,4.27,4.87,5.06,4.89,4.4,4.27,4.29,4.3,3.89,3.45,3.29
Water requirement (mm/day),1.472,1.708,1.948,2.024,1.956,1.76,1.708,1.716,1.72,1.556,1.38,1.316
Water requirement litres/day/ha ,14720,17080,19480,20240,19560,17600,17080,17160,17200,15560,13800,13160
Water requirement litres/palm/day in an ha,102.9371,119.4406,136.2238,141.5385,136.7832,123.0769,119.4406,120,120.2797,108.8112,96.5035,92.02797
Water requirement litres/palm/day in an ha at 70% field capacity,72.05594,83.60839,95.35664,99.07692,95.74825,86.15385,83.60839,84,84.1958,76.16783,67.55245,64.41958
