Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,4.08,4.93,6.01,6.63,6.69,5.29,4.49,4.4,4.54,4.38,3.94,3.72
Water requirement (mm/day),1.632,1.972,2.404,2.652,2.676,2.116,1.796,1.76,1.816,1.752,1.576,1.488
Water requirement litres/day/ha ,16320,19720,24040,26520,26760,21160,17960,17600,18160,17520,15760,14880
Water requirement litres/palm/day in an ha,114.1259,137.9021,168.1119,185.4545,187.1329,147.972,125.5944,123.0769,126.993,122.5175,110.2098,104.0559
Water requirement litres/palm/day in an ha at 70% field capacity,79.88811,96.53147,117.6783,129.8182,130.993,103.5804,87.91608,86.15385,88.8951,85.76224,77.14685,72.83916
