Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.9,4.81,5.97,6.78,7.14,5.94,5.06,4.81,4.7,4.48,3.87,3.58
Water requirement (mm/day),1.56,1.924,2.388,2.712,2.856,2.376,2.024,1.924,1.88,1.792,1.548,1.432
Water requirement litres/day/ha ,15600,19240,23880,27120,28560,23760,20240,19240,18800,17920,15480,14320
Water requirement litres/palm/day in an ha,109.0909,134.5455,166.993,189.6503,199.7203,166.1538,141.5385,134.5455,131.4685,125.3147,108.2517,100.1399
Water requirement litres/palm/day in an ha at 70% field capacity,76.36364,94.18182,116.8951,132.7552,139.8042,116.3077,99.07692,94.18182,92.02797,87.72028,75.77622,70.0979
