Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.66,4.44,5.3,5.77,6.21,5.78,5.45,5.27,5.05,4.23,3.5,3.25
Water requirement (mm/day),1.464,1.776,2.12,2.308,2.484,2.312,2.18,2.108,2.02,1.692,1.4,1.3
Water requirement litres/day/ha ,14640,17760,21200,23080,24840,23120,21800,21080,20200,16920,14000,13000
Water requirement litres/palm/day in an ha,102.3776,124.1958,148.2517,161.3986,173.7063,161.6783,152.4476,147.4126,141.2587,118.3217,97.9021,90.90909
Water requirement litres/palm/day in an ha at 70% field capacity,71.66434,86.93706,103.7762,112.979,121.5944,113.1748,106.7133,103.1888,98.88112,82.82517,68.53147,63.63636
