Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.04,3.79,4.93,5.34,5.14,4.5,4.29,4.23,3.92,3.69,3.25,2.88
Water requirement (mm/day),1.216,1.516,1.972,2.136,2.056,1.8,1.716,1.692,1.568,1.476,1.3,1.152
Water requirement litres/day/ha ,12160,15160,19720,21360,20560,18000,17160,16920,15680,14760,13000,11520
Water requirement litres/palm/day in an ha,85.03497,106.014,137.9021,149.3706,143.7762,125.8741,120,118.3217,109.6503,103.2168,90.90909,80.55944
Water requirement litres/palm/day in an ha at 70% field capacity,59.52448,74.20979,96.53147,104.5594,100.6434,88.11189,84,82.82517,76.75524,72.25175,63.63636,56.39161
