Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.1,2.72,2.95,3.1,3.01,2.82,2.46,2.39,2.42,2.51,2.47,2.39
Water requirement (mm/day),1.24,1.088,1.18,1.24,1.204,1.128,0.984,0.956,0.968,1.004,0.988,0.956
Water requirement litres/day/ha ,12400,10880,11800,12400,12040,11280,9840,9560,9680,10040,9880,9560
Water requirement litres/palm/day in an ha,86.71329,76.08392,82.51748,86.71329,84.1958,78.88112,68.81119,66.85315,67.69231,70.20979,69.09091,66.85315
Water requirement litres/palm/day in an ha at 70% field capacity,60.6993,53.25874,57.76224,60.6993,58.93706,55.21678,48.16783,46.7972,47.38462,49.14685,48.36364,46.7972
