Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,4.3,3.07,3.49,3.9,4.19,4.3,3.55,2.96,2.9,2.99,3.06,2.97
Water requirement (mm/day),1.72,1.228,1.396,1.56,1.676,1.72,1.42,1.184,1.16,1.196,1.224,1.188
Water requirement litres/day/ha ,17200,12280,13960,15600,16760,17200,14200,11840,11600,11960,12240,11880
Water requirement litres/palm/day in an ha,120.2797,85.87413,97.62238,109.0909,117.2028,120.2797,99.3007,82.7972,81.11888,83.63636,85.59441,83.07692
Water requirement litres/palm/day in an ha at 70% field capacity,84.1958,60.11189,68.33566,76.36364,82.04196,84.1958,69.51049,57.95804,56.78322,58.54545,59.91608,58.15385
