Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,2.88,3.62,4.69,5.08,4.97,4.32,4.14,4.09,3.81,3.51,3.08,2.7
Water requirement (mm/day),1.152,1.448,1.876,2.032,1.988,1.728,1.656,1.636,1.524,1.404,1.232,1.08
Water requirement litres/day/ha ,11520,14480,18760,20320,19880,17280,16560,16360,15240,14040,12320,10800
Water requirement litres/palm/day in an ha,80.55944,101.2587,131.1888,142.0979,139.021,120.8392,115.8042,114.4056,106.5734,98.18182,86.15385,75.52448
Water requirement litres/palm/day in an ha at 70% field capacity,56.39161,70.88112,91.83217,99.46853,97.31469,84.58741,81.06294,80.08392,74.6014,68.72727,60.30769,52.86713
