Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.17,3.5,3.81,4.01,3.82,3.3,2.95,2.91,3.08,3.07,3.07,2.98
Water requirement (mm/day),1.268,1.4,1.524,1.604,1.528,1.32,1.18,1.164,1.232,1.228,1.228,1.192
Water requirement litres/day/ha ,12680,14000,15240,16040,15280,13200,11800,11640,12320,12280,12280,11920
Water requirement litres/palm/day in an ha,88.67133,97.9021,106.5734,112.1678,106.8531,92.30769,82.51748,81.3986,86.15385,85.87413,85.87413,83.35664
Water requirement litres/palm/day in an ha at 70% field capacity,62.06993,68.53147,74.6014,78.51748,74.7972,64.61538,57.76224,56.97902,60.30769,60.11189,60.11189,58.34965
