Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.4,4.22,5.5319,6.62,7.1,5.96,4.48,4.11,4.15,4.08,3.59,3.2
Water requirement (mm/day),1.36,1.688,2.21276,2.648,2.84,2.384,1.792,1.644,1.66,1.632,1.436,1.28
Water requirement litres/day/ha ,13600,16880,22127.6,26480,28400,23840,17920,16440,16600,16320,14360,12800
Water requirement litres/palm/day in an ha,95.1049,118.042,154.7385,185.1748,198.6014,166.7133,125.3147,114.965,116.0839,114.1259,100.4196,89.51049
Water requirement litres/palm/day in an ha at 70% field capacity,66.57343,82.62937,108.3169,129.6224,139.021,116.6993,87.72028,80.47552,81.25874,79.88811,70.29371,62.65734
