Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.56,4.43,5.82,6.9,7.39,6.37,5.05,4.6,4.81,5.04,4.09,3.45
Water requirement (mm/day),1.424,1.772,2.328,2.76,2.956,2.548,2.02,1.84,1.924,2.016,1.636,1.38
Water requirement litres/day/ha ,14240,17720,23280,27600,29560,25480,20200,18400,19240,20160,16360,13800
Water requirement litres/palm/day in an ha,99.58042,123.9161,162.7972,193.007,206.7133,178.1818,141.2587,128.6713,134.5455,140.979,114.4056,96.5035
Water requirement litres/palm/day in an ha at 70% field capacity,69.70629,86.74126,113.958,135.1049,144.6993,124.7273,98.88112,90.06993,94.18182,98.68531,80.08392,67.55245
