Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,2.43,3.01,3.96,4.46,4.44,3.95,3.83,3.7,3.49,3.13,2.63,2.27
Water requirement (mm/day),0.972,1.204,1.584,1.784,1.776,1.58,1.532,1.48,1.396,1.252,1.052,0.908
Water requirement litres/day/ha ,9720,12040,15840,17840,17760,15800,15320,14800,13960,12520,10520,9080
Water requirement litres/palm/day in an ha,67.97203,84.1958,110.7692,124.7552,124.1958,110.4895,107.1329,103.4965,97.62238,87.55245,73.56643,63.4965
Water requirement litres/palm/day in an ha at 70% field capacity,47.58042,58.93706,77.53846,87.32867,86.93706,77.34266,74.99301,72.44755,68.33566,61.28671,51.4965,44.44755
