Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,4.29,2.89,3.31,3.78,4.16,4.29,3.59,2.74,2.51,2.72,3.03,3
Water requirement (mm/day),1.716,1.156,1.324,1.512,1.664,1.716,1.436,1.096,1.004,1.088,1.212,1.2
Water requirement litres/day/ha ,17160,11560,13240,15120,16640,17160,14360,10960,10040,10880,12120,12000
Water requirement litres/palm/day in an ha,120,80.83916,92.58741,105.7343,116.3636,120,100.4196,76.64336,70.20979,76.08392,84.75524,83.91608
Water requirement litres/palm/day in an ha at 70% field capacity,84,56.58741,64.81119,74.01399,81.45455,84,70.29371,53.65035,49.14685,53.25874,59.32867,58.74126
