Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.82,4.7,5.8,6.45,6.65,5.86,5.24,4.97,4.77,4.22,3.64,3.44
Water requirement (mm/day),1.528,1.88,2.32,2.58,2.66,2.344,2.096,1.988,1.908,1.688,1.456,1.376
Water requirement litres/day/ha ,15280,18800,23200,25800,26600,23440,20960,19880,19080,16880,14560,13760
Water requirement litres/palm/day in an ha,106.8531469,131.4685315,162.2377622,180.4195804,186.013986,163.9160839,146.5734266,139.020979,133.4265734,118.041958,101.8181818,96.22377622
Water requirement litres/palm/day in an ha at 70% field capacity,74.7972028,92.02797203,113.5664336,126.2937063,130.2097902,114.7412587,102.6013986,97.31468531,93.3986014,82.62937063,71.27272727,67.35664336
