Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,2.96,3.56,4.4,4.94,4.969,4.27,3.48,3.22,3.45,3.74,3.25,2.85
Water requirement (mm/day),1.184,1.424,1.76,1.976,1.9876,1.708,1.392,1.288,1.38,1.496,1.3,1.14
Water requirement litres/day/ha ,11840,14240,17600,19760,19876,17080,13920,12880,13800,14960,13000,11400
Water requirement litres/palm/day in an ha,82.7972,99.58042,123.0769,138.1818,138.993,119.4406,97.34266,90.06993,96.5035,104.6154,90.90909,79.72028
Water requirement litres/palm/day in an ha at 70% field capacity,57.95804,69.70629,86.15385,96.72727,97.2951,83.60839,68.13986,63.04895,67.55245,73.23077,63.63636,55.8042
