Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.32,3.98,4.79,5.22,5.44,5.04,4.31,4.19,4.12,3.82,3.42,3.14
Water requirement (mm/day),1.328,1.592,1.916,2.088,2.176,2.016,1.724,1.676,1.648,1.528,1.368,1.256
Water requirement litres/day/ha ,13280,15920,19160,20880,21760,20160,17240,16760,16480,15280,13680,12560
Water requirement litres/palm/day in an ha,92.86713,111.3287,133.986,146.014,152.1678,140.979,120.5594,117.2028,115.2448,106.8531,95.66434,87.83217
Water requirement litres/palm/day in an ha at 70% field capacity,65.00699,77.93007,93.79021,102.2098,106.5175,98.68531,84.39161,82.04196,80.67133,74.7972,66.96503,61.48252
