Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.88,4.31,4.7,4.76,4.51,4.03,3.94,3.96,4.02,3.88,3.61,3.56
Water requirement (mm/day),1.552,1.724,1.88,1.904,1.804,1.612,1.576,1.584,1.608,1.552,1.444,1.424
Water requirement litres/day/ha ,15520,17240,18800,19040,18040,16120,15760,15840,16080,15520,14440,14240
Water requirement litres/palm/day in an ha,108.5315,120.5594,131.4685,133.1469,126.1538,112.7273,110.2098,110.7692,112.4476,108.5315,100.979,99.58042
Water requirement litres/palm/day in an ha at 70% field capacity,75.97203,84.39161,92.02797,93.2028,88.30769,78.90909,77.14685,77.53846,78.71329,75.97203,70.68531,69.70629
