Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.21,3.82,4.59,5.01,5.23,4.85,4.16,4.08,4.02,3.76,3.37,3.07
Water requirement (mm/day),1.284,1.528,1.836,2.004,2.092,1.94,1.664,1.632,1.608,1.504,1.348,1.228
Water requirement litres/day/ha ,12840,15280,18360,20040,20920,19400,16640,16320,16080,15040,13480,12280
Water requirement litres/palm/day in an ha,89.79021,106.8531,128.3916,140.1399,146.2937,135.6643,116.3636,114.1259,112.4476,105.1748,94.26573,85.87413
Water requirement litres/palm/day in an ha at 70% field capacity,62.85315,74.7972,89.87413,98.0979,102.4056,94.96503,81.45455,79.88811,78.71329,73.62238,65.98601,60.11189
