Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.71,4.21,4.6424,4.74,4.5,4.09,4.02,4.04,4.08,3.81,3.46,3.36
Water requirement (mm/day),1.484,1.684,1.85696,1.896,1.8,1.636,1.608,1.616,1.632,1.524,1.384,1.344
Water requirement litres/day/ha ,14840,16840,18569.6,18960,18000,16360,16080,16160,16320,15240,13840,13440
Water requirement litres/palm/day in an ha,103.7762,117.7622,129.8573,132.5874,125.8741,114.4056,112.4476,113.007,114.1259,106.5734,96.78322,93.98601
Water requirement litres/palm/day in an ha at 70% field capacity,72.64336,82.43357,90.90014,92.81119,88.11189,80.08392,78.71329,79.1049,79.88811,74.6014,67.74825,65.79021
