Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.35,4.19,5.6,6.84,7.43,6.26,4.59,4.14,4.17,4.17,3.63,3.17
Water requirement (mm/day),1.34,1.676,2.24,2.736,2.972,2.504,1.836,1.656,1.668,1.668,1.452,1.268
Water requirement litres/day/ha ,13400,16760,22400,27360,29720,25040,18360,16560,16680,16680,14520,12680
Water requirement litres/palm/day in an ha,93.70629,117.2028,156.6434,191.3287,207.8322,175.1049,128.3916,115.8042,116.6434,116.6434,101.5385,88.67133
Water requirement litres/palm/day in an ha at 70% field capacity,65.59441,82.04196,109.6503,133.9301,145.4825,122.5734,89.87413,81.06294,81.65035,81.65035,71.07692,62.06993
