Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.83,2.87,3.18,3.55,3.835,3.82,3.26,2.64,2.46,2.82,3.3,3.11
Water requirement (mm/day),1.532,1.148,1.272,1.42,1.534,1.528,1.304,1.056,0.984,1.128,1.32,1.244
Water requirement litres/day/ha ,15320,11480,12720,14200,15340,15280,13040,10560,9840,11280,13200,12440
Water requirement litres/palm/day in an ha,107.1329,80.27972,88.95105,99.3007,107.2727,106.8531,91.18881,73.84615,68.81119,78.88112,92.30769,86.99301
Water requirement litres/palm/day in an ha at 70% field capacity,74.99301,56.1958,62.26573,69.51049,75.09091,74.7972,63.83217,51.69231,48.16783,55.21678,64.61538,60.8951
