Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.97,4.75,5.7,6.19,6.02,4.86,4.18,4.12,4.31,4.09,3.76,3.58
Water requirement (mm/day),1.588,1.9,2.28,2.476,2.408,1.944,1.672,1.648,1.724,1.636,1.504,1.432
Water requirement litres/day/ha ,15880,19000,22800,24760,24080,19440,16720,16480,17240,16360,15040,14320
Water requirement litres/palm/day in an ha,111.049,132.8671,159.4406,173.1469,168.3916,135.9441,116.9231,115.2448,120.5594,114.4056,105.1748,100.1399
Water requirement litres/palm/day in an ha at 70% field capacity,77.73427,93.00699,111.6084,121.2028,117.8741,95.16084,81.84615,80.67133,84.39161,80.08392,73.62238,70.0979
