Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,2.47,3.02,4.07,4.51,4.62,4.33,4.21,4.02,3.73,3.29,2.76,2.32
Water requirement (mm/day),0.988,1.208,1.628,1.804,1.848,1.732,1.684,1.608,1.492,1.316,1.104,0.928
Water requirement litres/day/ha ,9880,12080,16280,18040,18480,17320,16840,16080,14920,13160,11040,9280
Water requirement litres/palm/day in an ha,69.09091,84.47552,113.8462,126.1538,129.2308,121.1189,117.7622,112.4476,104.3357,92.02797,77.2028,64.8951
Water requirement litres/palm/day in an ha at 70% field capacity,48.36364,59.13287,79.69231,88.30769,90.46154,84.78322,82.43357,78.71329,73.03497,64.41958,54.04196,45.42657
