Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.62,4.18,4.68,4.8,4.6232,4.28,4.26,4.27,4.25,3.92,3.49,3.27
Water requirement (mm/day),1.448,1.672,1.872,1.92,1.84928,1.712,1.704,1.708,1.7,1.568,1.396,1.308
Water requirement litres/day/ha ,14480,16720,18720,19200,18492.8,17120,17040,17080,17000,15680,13960,13080
Water requirement litres/palm/day in an ha,101.2587,116.9231,130.9091,134.2657,129.3203,119.7203,119.1608,119.4406,118.8811,109.6503,97.62238,91.46853
Water requirement litres/palm/day in an ha at 70% field capacity,70.88112,81.84615,91.63636,93.98601,90.5242,83.8042,83.41259,83.60839,83.21678,76.75524,68.33566,64.02797
