Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.57,4.1,4.54,4.61,4.3731,4.02,4,4.02,4.03,3.77,3.4,3.23
Water requirement (mm/day),1.428,1.64,1.816,1.844,1.74924,1.608,1.6,1.608,1.612,1.508,1.36,1.292
Water requirement litres/day/ha ,14280,16400,18160,18440,17492.4,16080,16000,16080,16120,15080,13600,12920
Water requirement litres/palm/day in an ha,99.86014,114.6853,126.993,128.951,122.3245,112.4476,111.8881,112.4476,112.7273,105.4545,95.1049,90.34965
Water requirement litres/palm/day in an ha at 70% field capacity,69.9021,80.27972,88.8951,90.26573,85.62713,78.71329,78.32168,78.71329,78.90909,73.81818,66.57343,63.24476
