Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.25,4.1,5.56,6.85,7.49,6.33,4.58,4.09,4.17,4.2,3.59,3.09
Water requirement (mm/day),1.3,1.64,2.224,2.74,2.996,2.532,1.832,1.636,1.668,1.68,1.436,1.236
Water requirement litres/day/ha ,13000,16400,22240,27400,29960,25320,18320,16360,16680,16800,14360,12360
Water requirement litres/palm/day in an ha,90.90909,114.6853,155.5245,191.6084,209.5105,177.0629,128.1119,114.4056,116.6434,117.4825,100.4196,86.43357
Water requirement litres/palm/day in an ha at 70% field capacity,63.63636,80.27972,108.8671,134.1259,146.6573,123.9441,89.67832,80.08392,81.65035,82.23776,70.29371,60.5035
