Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.64,4.46,5.68,6.45,6.8,5.61,4.31,4.04,4.14,4.1,3.68,3.38
Water requirement (mm/day),1.456,1.784,2.272,2.58,2.72,2.244,1.724,1.616,1.656,1.64,1.472,1.352
Water requirement litres/day/ha ,14560,17840,22720,25800,27200,22440,17240,16160,16560,16400,14720,13520
Water requirement litres/palm/day in an ha,101.8182,124.7552,158.8811,180.4196,190.2098,156.9231,120.5594,113.007,115.8042,114.6853,102.9371,94.54545
Water requirement litres/palm/day in an ha at 70% field capacity,71.27273,87.32867,111.2168,126.2937,133.1469,109.8462,84.39161,79.1049,81.06294,80.27972,72.05594,66.18182
