Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.31,4.02,5.032,5.71,6.0226,5.24,4.22,4.03,4.04,3.85,3.44,3.12
Water requirement (mm/day),1.324,1.608,2.0128,2.284,2.40904,2.096,1.688,1.612,1.616,1.54,1.376,1.248
Water requirement litres/day/ha ,13240,16080,20128,22840,24090.4,20960,16880,16120,16160,15400,13760,12480
Water requirement litres/palm/day in an ha,92.58741,112.4476,140.7552,159.7203,168.4643,146.5734,118.042,112.7273,113.007,107.6923,96.22378,87.27273
Water requirement litres/palm/day in an ha at 70% field capacity,64.81119,78.71329,98.52867,111.8042,117.925,102.6014,82.62937,78.90909,79.1049,75.38462,67.35664,61.09091
