Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,2.84,3.56,4.63,5,4.92,4.32,4.16,4.1,3.8,3.5,3.05,2.66
Water requirement (mm/day),1.136,1.424,1.852,2,1.968,1.728,1.664,1.64,1.52,1.4,1.22,1.064
Water requirement litres/day/ha ,11360,14240,18520,20000,19680,17280,16640,16400,15200,14000,12200,10640
Water requirement litres/palm/day in an ha,79.44056,99.58042,129.5105,139.8601,137.6224,120.8392,116.3636,114.6853,106.2937,97.9021,85.31469,74.40559
Water requirement litres/palm/day in an ha at 70% field capacity,55.60839,69.70629,90.65734,97.9021,96.33566,84.58741,81.45455,80.27972,74.40559,68.53147,59.72028,52.08392
