Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,2.42,3,3.91,4.38,4.35,3.84,3.69,3.56,3.4,3.06,2.59,2.26
Water requirement (mm/day),0.968,1.2,1.564,1.752,1.74,1.536,1.476,1.424,1.36,1.224,1.036,0.904
Water requirement litres/day/ha ,9680,12000,15640,17520,17400,15360,14760,14240,13600,12240,10360,9040
Water requirement litres/palm/day in an ha,67.69231,83.91608,109.3706,122.5175,121.6783,107.4126,103.2168,99.58042,95.1049,85.59441,72.44755,63.21678
Water requirement litres/palm/day in an ha at 70% field capacity,47.38462,58.74126,76.55944,85.76224,85.17483,75.18881,72.25175,69.70629,66.57343,59.91608,50.71329,44.25175
