Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.83,4.52,5.289,5.56,5.16,4.17,3.79,3.86,4.13,3.9,3.59,3.48
Water requirement (mm/day),1.532,1.808,2.1156,2.224,2.064,1.668,1.516,1.544,1.652,1.56,1.436,1.392
Water requirement litres/day/ha ,15320,18080,21156,22240,20640,16680,15160,15440,16520,15600,14360,13920
Water requirement litres/palm/day in an ha,107.1329,126.4336,147.9441,155.5245,144.3357,116.6434,106.014,107.972,115.5245,109.0909,100.4196,97.34266
Water requirement litres/palm/day in an ha at 70% field capacity,74.99301,88.5035,103.5608,108.8671,101.035,81.65035,74.20979,75.58042,80.86713,76.36364,70.29371,68.13986
