Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,2.9,2.14,2.34,2.75,2.9,2.84,2.51,2.38,2.33,2.28,2.35,2.26
Water requirement (mm/day),1.16,0.856,0.936,1.1,1.16,1.136,1.004,0.952,0.932,0.912,0.94,0.904
Water requirement litres/day/ha ,11600,8560,9360,11000,11600,11360,10040,9520,9320,9120,9400,9040
Water requirement litres/palm/day in an ha,81.11888,59.86014,65.45455,76.92308,81.11888,79.44056,70.20979,66.57343,65.17483,63.77622,65.73427,63.21678
Water requirement litres/palm/day in an ha at 70% field capacity,56.78322,41.9021,45.81818,53.84615,56.78322,55.60839,49.14685,46.6014,45.62238,44.64336,46.01399,44.25175
