Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.51,4.38,5.79,6.91,7.45,6.19,4.55,4.11,4.22,4.28,3.72,3.29
Water requirement (mm/day),1.404,1.752,2.316,2.764,2.98,2.476,1.82,1.644,1.688,1.712,1.488,1.316
Water requirement litres/day/ha ,14040,17520,23160,27640,29800,24760,18200,16440,16880,17120,14880,13160
Water requirement litres/palm/day in an ha,98.18182,122.5175,161.958,193.2867,208.3916,173.1469,127.2727,114.965,118.042,119.7203,104.0559,92.02797
Water requirement litres/palm/day in an ha at 70% field capacity,68.72727,85.76224,113.3706,135.3007,145.8741,121.2028,89.09091,80.47552,82.62937,83.8042,72.83916,64.41958
