Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.71,4.35,4.98,5.19,5.15,4.75,4.63,4.61,4.54,4.06,3.55,3.32
Water requirement (mm/day),1.484,1.74,1.992,2.076,2.06,1.9,1.852,1.844,1.816,1.624,1.42,1.328
Water requirement litres/day/ha ,14840,17400,19920,20760,20600,19000,18520,18440,18160,16240,14200,13280
Water requirement litres/palm/day in an ha,103.7762,121.6783,139.3007,145.1748,144.0559,132.8671,129.5105,128.951,126.993,113.5664,99.3007,92.86713
Water requirement litres/palm/day in an ha at 70% field capacity,72.64336,85.17483,97.51049,101.6224,100.8392,93.00699,90.65734,90.26573,88.8951,79.4965,69.51049,65.00699
