Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,2.48,3.08,4.03,4.5,4.48,3.97,3.83,3.7,3.52,3.14,2.67,2.32
Water requirement (mm/day),0.992,1.232,1.612,1.8,1.792,1.588,1.532,1.48,1.408,1.256,1.068,0.928
Water requirement litres/day/ha ,9920,12320,16120,18000,17920,15880,15320,14800,14080,12560,10680,9280
Water requirement litres/palm/day in an ha,69.37063,86.15385,112.7273,125.8741,125.3147,111.049,107.1329,103.4965,98.46154,87.83217,74.68531,64.8951
Water requirement litres/palm/day in an ha at 70% field capacity,48.55944,60.30769,78.90909,88.11189,87.72028,77.73427,74.99301,72.44755,68.92308,61.48252,52.27972,45.42657
