Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.46,4.3,5.636,6.69,7.13,6.12,4.93,4.49,4.79,4.96,4.03,3.37
Water requirement (mm/day),1.384,1.72,2.2544,2.676,2.852,2.448,1.972,1.796,1.916,1.984,1.612,1.348
Water requirement litres/day/ha ,13840,17200,22544,26760,28520,24480,19720,17960,19160,19840,16120,13480
Water requirement litres/palm/day in an ha,96.78322,120.2797,157.6503,187.1329,199.4406,171.1888,137.9021,125.5944,133.986,138.7413,112.7273,94.26573
Water requirement litres/palm/day in an ha at 70% field capacity,67.74825,84.1958,110.3552,130.993,139.6084,119.8322,96.53147,87.91608,93.79021,97.11888,78.90909,65.98601
