Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,2.97,3.66,4.5,4.81,4.71,4.02,3.77,3.68,3.63,3.39,2.96,2.72
Water requirement (mm/day),1.188,1.464,1.8,1.924,1.884,1.608,1.508,1.472,1.452,1.356,1.184,1.088
Water requirement litres/day/ha ,11880,14640,18000,19240,18840,16080,15080,14720,14520,13560,11840,10880
Water requirement litres/palm/day in an ha,83.07692,102.3776,125.8741,134.5455,131.7483,112.4476,105.4545,102.9371,101.5385,94.82517,82.7972,76.08392
Water requirement litres/palm/day in an ha at 70% field capacity,58.15385,71.66434,88.11189,94.18182,92.22378,78.71329,73.81818,72.05594,71.07692,66.37762,57.95804,53.25874
