Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.39,4.17,5.41,6.39,6.83,5.79,4.45,4.13,4.15,4.02,3.57,3.2
Water requirement (mm/day),1.356,1.668,2.164,2.556,2.732,2.316,1.78,1.652,1.66,1.608,1.428,1.28
Water requirement litres/day/ha ,13560,16680,21640,25560,27320,23160,17800,16520,16600,16080,14280,12800
Water requirement litres/palm/day in an ha,94.82517,116.6434,151.3287,178.7413,191.049,161.958,124.4755,115.5245,116.0839,112.4476,99.86014,89.51049
Water requirement litres/palm/day in an ha at 70% field capacity,66.37762,81.65035,105.9301,125.1189,133.7343,113.3706,87.13287,80.86713,81.25874,78.71329,69.9021,62.65734
