Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.71,4.59,5.833,6.68,7.0535,6.02,4.84,4.49,4.48,4.33,3.77,3.46
Water requirement (mm/day),1.484,1.836,2.3332,2.672,2.8214,2.408,1.936,1.796,1.792,1.732,1.508,1.384
Water requirement litres/day/ha ,14840,18360,23332,26720,28214,24080,19360,17960,17920,17320,15080,13840
Water requirement litres/palm/day in an ha,103.7762,128.3916,163.1608,186.8531,197.3007,168.3916,135.3846,125.5944,125.3147,121.1189,105.4545,96.78322
Water requirement litres/palm/day in an ha at 70% field capacity,72.64336,89.87413,114.2126,130.7972,138.1105,117.8741,94.76923,87.91608,87.72028,84.78322,73.81818,67.74825
