Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,4,4.93,6.08,6.71,6.74,5.64,4.95,4.8,4.72,4.3,3.8,3.61
Water requirement (mm/day),1.6,1.972,2.432,2.684,2.696,2.256,1.98,1.92,1.888,1.72,1.52,1.444
Water requirement litres/day/ha ,16000,19720,24320,26840,26960,22560,19800,19200,18880,17200,15200,14440
Water requirement litres/palm/day in an ha,111.8881119,137.9020979,170.0699301,187.6923077,188.5314685,157.7622378,138.4615385,134.2657343,132.027972,120.2797203,106.2937063,100.979021
Water requirement litres/palm/day in an ha at 70% field capacity,78.32167832,96.53146853,119.048951,131.3846154,131.972028,110.4335664,96.92307692,93.98601399,92.41958042,84.1958042,74.40559441,70.68531469
