Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.72,4.61,5.77,6.62,7.02,5.93,4.87,4.52,4.47,4.31,3.71,3.43
Water requirement (mm/day),1.488,1.844,2.308,2.648,2.808,2.372,1.948,1.808,1.788,1.724,1.484,1.372
Water requirement litres/day/ha ,14880,18440,23080,26480,28080,23720,19480,18080,17880,17240,14840,13720
Water requirement litres/palm/day in an ha,104.0559,128.951,161.3986,185.1748,196.3636,165.8741,136.2238,126.4336,125.035,120.5594,103.7762,95.94406
Water requirement litres/palm/day in an ha at 70% field capacity,72.83916,90.26573,112.979,129.6224,137.4545,116.1119,95.35664,88.5035,87.52448,84.39161,72.64336,67.16084
