Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.79,4.71,5.9731,6.92,7.37,6.21,4.89,4.5,4.55,4.48,3.87,3.55
Water requirement (mm/day),1.516,1.884,2.38924,2.768,2.948,2.484,1.956,1.8,1.82,1.792,1.548,1.42
Water requirement litres/day/ha ,15160,18840,23892.4,27680,29480,24840,19560,18000,18200,17920,15480,14200
Water requirement litres/palm/day in an ha,106.014,131.7483,167.0797,193.5664,206.1538,173.7063,136.7832,125.8741,127.2727,125.3147,108.2517,99.3007
Water requirement litres/palm/day in an ha at 70% field capacity,74.20979,92.22378,116.9558,135.4965,144.3077,121.5944,95.74825,88.11189,89.09091,87.72028,75.77622,69.51049
