Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.03,1.99,2.2,2.72,2.94,3.03,2.88,2.71,2.65,2.5,2.52,2.32
Water requirement (mm/day),1.212,0.796,0.88,1.088,1.176,1.212,1.152,1.084,1.06,1,1.008,0.928
Water requirement litres/day/ha ,12120,7960,8800,10880,11760,12120,11520,10840,10600,10000,10080,9280
Water requirement litres/palm/day in an ha,84.75524,55.66434,61.53846,76.08392,82.23776,84.75524,80.55944,75.8042,74.12587,69.93007,70.48951,64.8951
Water requirement litres/palm/day in an ha at 70% field capacity,59.32867,38.96503,43.07692,53.25874,57.56643,59.32867,56.39161,53.06294,51.88811,48.95105,49.34266,45.42657
