Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,2.88,3.69,4.73,5.1,4.98,4.29,4.04,3.97,3.78,3.44,2.96,2.64
Water requirement (mm/day),1.152,1.476,1.892,2.04,1.992,1.716,1.616,1.588,1.512,1.376,1.184,1.056
Water requirement litres/day/ha ,11520,14760,18920,20400,19920,17160,16160,15880,15120,13760,11840,10560
Water requirement litres/palm/day in an ha,80.55944,103.2168,132.3077,142.6573,139.3007,120,113.007,111.049,105.7343,96.22378,82.7972,73.84615
Water requirement litres/palm/day in an ha at 70% field capacity,56.39161,72.25175,92.61538,99.86014,97.51049,84,79.1049,77.73427,74.01399,67.35664,57.95804,51.69231
