Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,2.36,2.92,3.76,4.24,4.21,3.67,3.52,3.38,3.27,2.96,2.5,2.21
Water requirement (mm/day),0.944,1.168,1.504,1.696,1.684,1.468,1.408,1.352,1.308,1.184,1,0.884
Water requirement litres/day/ha ,9440,11680,15040,16960,16840,14680,14080,13520,13080,11840,10000,8840
Water requirement litres/palm/day in an ha,66.01399,81.67832,105.1748,118.6014,117.7622,102.6573,98.46154,94.54545,91.46853,82.7972,69.93007,61.81818
Water requirement litres/palm/day in an ha at 70% field capacity,46.20979,57.17483,73.62238,83.02098,82.43357,71.86014,68.92308,66.18182,64.02797,57.95804,48.95105,43.27273
