Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.61,4.5,5.9,6.99,7.398,6.36,4.96,4.43,4.73,5.01,4.09,3.48
Water requirement (mm/day),1.444,1.8,2.36,2.796,2.9592,2.544,1.984,1.772,1.892,2.004,1.636,1.392
Water requirement litres/day/ha ,14440,18000,23600,27960,29592,25440,19840,17720,18920,20040,16360,13920
Water requirement litres/palm/day in an ha,100.979,125.8741,165.035,195.5245,206.9371,177.9021,138.7413,123.9161,132.3077,140.1399,114.4056,97.34266
Water requirement litres/palm/day in an ha at 70% field capacity,70.68531,88.11189,115.5245,136.8671,144.8559,124.5315,97.11888,86.74126,92.61538,98.0979,80.08392,68.13986
