Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.13,3.94,5.42,6.78,7.42,6.29,4.61,4.15,4.14,4.05,3.45,2.98
Water requirement (mm/day),1.252,1.576,2.168,2.712,2.968,2.516,1.844,1.66,1.656,1.62,1.38,1.192
Water requirement litres/day/ha ,12520,15760,21680,27120,29680,25160,18440,16600,16560,16200,13800,11920
Water requirement litres/palm/day in an ha,87.55245,110.2098,151.6084,189.6503,207.5524,175.9441,128.951,116.0839,115.8042,113.2867,96.5035,83.35664
Water requirement litres/palm/day in an ha at 70% field capacity,61.28671,77.14685,106.1259,132.7552,145.2867,123.1608,90.26573,81.25874,81.06294,79.3007,67.55245,58.34965
