Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,2.86,3.6,4.64,5.07,4.94,4.27,4.07,4.01,3.76,3.46,3.02,2.67
Water requirement (mm/day),1.144,1.44,1.856,2.028,1.976,1.708,1.628,1.604,1.504,1.384,1.208,1.068
Water requirement litres/day/ha ,11440,14400,18560,20280,19760,17080,16280,16040,15040,13840,12080,10680
Water requirement litres/palm/day in an ha,80,100.6993,129.7902,141.8182,138.1818,119.4406,113.8462,112.1678,105.1748,96.78322,84.47552,74.68531
Water requirement litres/palm/day in an ha at 70% field capacity,56,70.48951,90.85315,99.27273,96.72727,83.60839,79.69231,78.51748,73.62238,67.74825,59.13287,52.27972
