Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.88,4.52,5.18,5.42,5.12,4.45,4.25,4.3,4.42,4.05,3.64,3.49
Water requirement (mm/day),1.552,1.808,2.072,2.168,2.048,1.78,1.7,1.72,1.768,1.62,1.456,1.396
Water requirement litres/day/ha ,15520,18080,20720,21680,20480,17800,17000,17200,17680,16200,14560,13960
Water requirement litres/palm/day in an ha,108.5315,126.4336,144.8951,151.6084,143.2168,124.4755,118.8811,120.2797,123.6364,113.2867,101.8182,97.62238
Water requirement litres/palm/day in an ha at 70% field capacity,75.97203,88.5035,101.4266,106.1259,100.2517,87.13287,83.21678,84.1958,86.54545,79.3007,71.27273,68.33566
