Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.26,4.02,5.19,5.98,6.2,5.46,4.51,4.2,4.06,3.88,3.46,3.11
Water requirement (mm/day),1.304,1.608,2.076,2.392,2.48,2.184,1.804,1.68,1.624,1.552,1.384,1.244
Water requirement litres/day/ha ,13040,16080,20760,23920,24800,21840,18040,16800,16240,15520,13840,12440
Water requirement litres/palm/day in an ha,91.18881,112.4476,145.1748,167.2727,173.4266,152.7273,126.1538,117.4825,113.5664,108.5315,96.78322,86.99301
Water requirement litres/palm/day in an ha at 70% field capacity,63.83217,78.71329,101.6224,117.0909,121.3986,106.9091,88.30769,82.23776,79.4965,75.97203,67.74825,60.8951
