Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,2.56,3.17,4.36,4.81,4.972,4.84,4.74,4.48,4.04,3.53,2.95,2.42
Water requirement (mm/day),1.024,1.268,1.744,1.924,1.9888,1.936,1.896,1.792,1.616,1.412,1.18,0.968
Water requirement litres/day/ha ,10240,12680,17440,19240,19888,19360,18960,17920,16160,14120,11800,9680
Water requirement litres/palm/day in an ha,71.60839,88.67133,121.958,134.5455,139.0769,135.3846,132.5874,125.3147,113.007,98.74126,82.51748,67.69231
Water requirement litres/palm/day in an ha at 70% field capacity,50.12587,62.06993,85.37063,94.18182,97.35385,94.76923,92.81119,87.72028,79.1049,69.11888,57.76224,47.38462
