Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,2.99,3.68,4.48,4.74,4.7421,4.05,3.8,3.73,3.67,3.41,2.99,2.74
Water requirement (mm/day),1.196,1.472,1.792,1.896,1.89684,1.62,1.52,1.492,1.468,1.364,1.196,1.096
Water requirement litres/day/ha ,11960,14720,17920,18960,18968.4,16200,15200,14920,14680,13640,11960,10960
Water requirement litres/palm/day in an ha,83.63636,102.9371,125.3147,132.5874,132.6462,113.2867,106.2937,104.3357,102.6573,95.38462,83.63636,76.64336
Water requirement litres/palm/day in an ha at 70% field capacity,58.54545,72.05594,87.72028,92.81119,92.85231,79.3007,74.40559,73.03497,71.86014,66.76923,58.54545,53.65035
