Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.34,4.16,5.47,6.64,7.1329,6.01,4.57,4.21,4.21,4.05,3.57,3.17
Water requirement (mm/day),1.336,1.664,2.188,2.656,2.85316,2.404,1.828,1.684,1.684,1.62,1.428,1.268
Water requirement litres/day/ha ,13360,16640,21880,26560,28531.6,24040,18280,16840,16840,16200,14280,12680
Water requirement litres/palm/day in an ha,93.42657,116.3636,153.007,185.7343,199.5217,168.1119,127.8322,117.7622,117.7622,113.2867,99.86014,88.67133
Water requirement litres/palm/day in an ha at 70% field capacity,65.3986,81.45455,107.1049,130.014,139.6652,117.6783,89.48252,82.43357,82.43357,79.3007,69.9021,62.06993
