Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.79,4.67,5.8232,6.59,6.9,5.9,5.05,4.78,4.62,4.29,3.74,3.49
Water requirement (mm/day),1.516,1.868,2.32928,2.636,2.76,2.36,2.02,1.912,1.848,1.716,1.496,1.396
Water requirement litres/day/ha ,15160,18680,23292.8,26360,27600,23600,20200,19120,18480,17160,14960,13960
Water requirement litres/palm/day in an ha,106.014,130.6294,162.8867,184.3357,193.007,165.035,141.2587,133.7063,129.2308,120,104.6154,97.62238
Water requirement litres/palm/day in an ha at 70% field capacity,74.20979,91.44056,114.0207,129.035,135.1049,115.5245,98.88112,93.59441,90.46154,84,73.23077,68.33566
