Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.76,4.22,4.6,4.64,4.38,3.96,3.92,3.97,4.01,3.8,3.49,3.44
Water requirement (mm/day),1.504,1.688,1.84,1.856,1.752,1.584,1.568,1.588,1.604,1.52,1.396,1.376
Water requirement litres/day/ha ,15040,16880,18400,18560,17520,15840,15680,15880,16040,15200,13960,13760
Water requirement litres/palm/day in an ha,105.1748,118.042,128.6713,129.7902,122.5175,110.7692,109.6503,111.049,112.1678,106.2937,97.62238,96.22378
Water requirement litres/palm/day in an ha at 70% field capacity,73.62238,82.62937,90.06993,90.85315,85.76224,77.53846,76.75524,77.73427,78.51748,74.40559,68.33566,67.35664
