Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,2.27,2.77,3.72,4.44,4.75,4.77,4.67,4.44,3.95,3.34,2.71,2.24
Water requirement (mm/day),0.908,1.108,1.488,1.776,1.9,1.908,1.868,1.776,1.58,1.336,1.084,0.896
Water requirement litres/day/ha ,9080,11080,14880,17760,19000,19080,18680,17760,15800,13360,10840,8960
Water requirement litres/palm/day in an ha,63.4965,77.48252,104.0559,124.1958,132.8671,133.4266,130.6294,124.1958,110.4895,93.42657,75.8042,62.65734
Water requirement litres/palm/day in an ha at 70% field capacity,44.44755,54.23776,72.83916,86.93706,93.00699,93.3986,91.44056,86.93706,77.34266,65.3986,53.06294,43.86014
